Location Code,Region Code,Bldg Address1,Bldg Address2,Bldg City,Bldg County,Bldg State,Bldg Zip,Congressional District,Bldg Status,Property Type,Bldg ANSI Usable,Total Parking Spaces,Owned/Leased,Construction Date,Historical Type,Historical Status,ABA Accessibility Flag 
MA5982,"1","1550 MAIN ST"," ","SPRINGFIELD","HAMPDEN",MA,011031413, ,ACTIVE,BUILDING,17348,22,LEASED,08-Oct-2009,Field Not In Use,Not Evaluated,Yes
MA5983,"1","7 DRYDOCK AVE"," ","BOSTON","SUFFOLK",MA,022102303, ,ACTIVE,BUILDING,5000,15,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
MA5984,"1","370 MAIN ST","7TH FLOOR","WORCESTER","WORCESTER",MA,016081708, ,ACTIVE,BUILDING,4191,1,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
MA5986,"1","96 MARSHALL ST"," ","NORTH ADAMS","BERKSHIRE",MA,012472454, ,ACTIVE,BUILDING,4085,1,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
MA5989,"1","140 SHREWSBURY ST"," ","BOYLSTON","WORCESTER",MA,015051723, ,ACTIVE,BUILDING,2360,15,LEASED,07-Jun-2010,Field Not In Use,Not Evaluated,Yes
MA5991,"1","25 BERNARD E ST JEAN DR"," ","EAST FALMOUTH","BARNSTABLE",MA,02536, ,ACTIVE,BUILDING,12641,13,LEASED,25-Jun-1999,Field Not In Use,Not Evaluated,Yes
MA5992,"1","95 ASHLEY ST"," ","SPRINGFIELD","HAMPDEN",MA,011051515, ,ACTIVE,BUILDING,5269,32,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
MA5993,"1","354 MAIN ST"," ","GARDNER","WORCESTER",MA,014402903, ,ACTIVE,BUILDING,4177,20,LEASED,01-Jul-2010,Field Not In Use,Not Evaluated,Yes
MA6001,"1","135 BEAVER ST"," ","WALTHAM","MIDDLESEX",MA,024528412, ,ACTIVE,BUILDING,5681,1,LEASED,01-Oct-2010,Field Not In Use,Not Evaluated,Yes
MA6007,"1","928 W CHESTNUT ST"," ","BROCKTON","PLYMOUTH",MA,023015560, ,ACTIVE,BUILDING,1645,5,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
MA6009,"1","33 ARCH ST"," ","BOSTON","SUFFOLK",MA,021101424, ,ACTIVE,BUILDING,47769,1,LEASED,01-Jan-2000,Field Not In Use,Evaluated - Not Historic,Will Conform
MA6011,"1","375 AIRPORT DR"," ","WORCESTER","WORCESTER",MA,016022201, ,ACTIVE,BUILDING,350,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
MA6013,"1","1600 OSGOOD ST"," ","NORTH ANDOVER CENTER","ESSEX",MA,01845, ,ACTIVE,BUILDING,4609,16,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
MA6014,"1","451 WEST ST"," ","AMHERST","HAMPSHIRE",MA,010022946, ,ACTIVE,BUILDING,19503,19,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
MA6016,"1","100 INDEPENDENCE DR"," ","HYANNIS","BARNSTABLE",MA,026011898, ,ACTIVE,BUILDING,5915,1,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
MA6017,"1","46 COMMERCE WAY"," ","TOWN OF EASTON","BRISTOL",MA,02766, ,ACTIVE,BUILDING,10938,50,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
MA6022,"1","35 CONGRESS ST"," ","SALEM","ESSEX",MA,019705582, ,ACTIVE,BUILDING,6163,20,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
MA6023,"1","1515 HANCOCK ST"," ","QUINCY","NORFOLK",MA,021695230, ,ACTIVE,BUILDING,7268,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
MA6024,"1","8 ROSENFELD DR"," ","HOPEDALE","WORCESTER",MA,01747, ,ACTIVE,BUILDING,9000,12,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
MA6025,"1","8 CABOT RD"," ","WOBURN","MIDDLESEX",MA,01801, ,ACTIVE,BUILDING,3818,9,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
MA6029,"1","34 SOUTH ST"," ","SOMERVILLE","MIDDLESEX",MA,021434223, ,ACTIVE,BUILDING,6950,15,LEASED,01-Jan-2000,Field Not In Use,Evaluated - Not Historic,Will Conform
MA6030,"1","1 PEARL ST","SUITE 2300","BROCKTON","PLYMOUTH",MA,02301, ,ACTIVE,BUILDING,4725,20,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
MA6031,"1","313 BOSTON POST ROAD WEST"," ","MARLBOROUGH","MIDDLESEX",MA,017524612, ,ACTIVE,BUILDING,8320,14,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
MA6035,"1","400 TRADECENTER DR","SUITES 3900,3890","WOBURN","MIDDLESEX",MA,018017410, ,ACTIVE,BUILDING,14320,21,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
MA6036,"1","210 BEACHAM ST"," ","EVERETT","MIDDLESEX",MA,021495505, ,ACTIVE,BUILDING,2624,14,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
MA6037,"1","150 APOLLO DRIVE"," ","CHELMSFORD","MIDDLESEX",MA,018243696, ,ACTIVE,BUILDING,69888,320,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
MA6038,"1","184 W BOYLSTON ST"," ","WEST BOYLSTON","WORCESTER",MA,015831756, ,ACTIVE,BUILDING,18779,53,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
MA6040,"1","40 MIDDLESEX TURNPIKE"," ","BEDFORD","MIDDLESEX",MA,017301432, ,ACTIVE,BUILDING,63702,181,LEASED,01-Apr-2024,Field Not In Use, ,Will Conform
MA6042,"1","62 BROWN STREET"," ","HAVERHILL","ESSEX",MA,018306778, ,ACTIVE,BUILDING,6780,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
ME0012,"1","BLANCHETTE ROAD"," ","TOWNSHIP 15,RANGE 15 WELS","AROOSTOOK",ME,047749998, ,ACTIVE,BUILDING,1938,2,OWNED,01-Jan-1994,Field Not In Use,Not Evaluated,Will Conform
ME0013,"1","BLANCHETTE ROAD"," ","TOWNSHIP 15,RANGE 15 WELS","AROOSTOOK",ME,047749998, ,ACTIVE,BUILDING,383,0,OWNED,16-Jun-2010,Field Not In Use,Not Evaluated,Yes
ME0034,"1","156 FEDERAL ST"," ","PORTLAND","CUMBERLAND",ME,041014152, ,ACTIVE,BUILDING,50379,16,OWNED,01-Jan-1911,Field Not In Use,National Register Listed,Will Conform
ME0035,"1","312 FORE ST"," ","PORTLAND","CUMBERLAND",ME,041014110, ,ACTIVE,BUILDING,7087,0,OWNED,01-Jan-1871,Field Not In Use,National Register Listed,Will Conform
ME0051,"1","63 BRIDGE AVE"," ","MADAWASKA","AROOSTOOK",ME,047561298, ,ACTIVE,BUILDING,7476,13,OWNED,01-Jan-1961,Field Not In Use,Evaluated - Not Historic,Will Conform
ME0061,"1","202 HARLOW ST"," ","BANGOR","PENOBSCOT",ME,044014901, ,ACTIVE,BUILDING,89518,181,OWNED,01-Jan-1967,Field Not In Use,National Register Eligible,Will Conform
ME0068,"1","40 WESTERN AVE"," ","AUGUSTA","KENNEBEC",ME,043306325, ,ACTIVE,BUILDING,68504,172,OWNED,01-Jan-1966,Field Not In Use,National Register Eligible,Will Conform
ME0074,"1","96 CALAIS RD"," ","HOULTON","AROOSTOOK",ME,04730, ,ACTIVE,BUILDING,9610,49,OWNED,01-Jan-1965,Field Not In Use,National Register Eligible,Will Conform
ME0075,"1","9 WASHINGTON ST"," ","LUBEC","WASHINGTON",ME,046529998, ,ACTIVE,BUILDING,1369,3,LEASED,01-Jan-1965,Field Not In Use,Not Evaluated,Will Conform
ME0078,"1","365 MAIN ST"," ","PRESQUE ISLE","AROOSTOOK",ME,047692811, ,ACTIVE,BUILDING,5959,6,OWNED,01-Jan-1970,Field Not In Use,Evaluated - Not Historic,Will Conform
ME0087,"1","27 BRATTLE ST"," ","PORTLAND","CUMBERLAND",ME,041011912, ,ACTIVE,STRUCTURE,0,23,OWNED,01-Oct-1950,Field Not In Use,Evaluated - Not Historic,Will Conform
ME0088,"1","U.S. ROUTE 1"," ","FORT KENT","AROOSTOOK",ME,047439998, ,ACTIVE,BUILDING,11019,10,OWNED,01-Jan-1981,Field Not In Use,Not Evaluated,Will Conform
ME0089,"1","96 CALAIS RD"," ","HOULTON","AROOSTOOK",ME,04730, ,ACTIVE,BUILDING,1617,0,OWNED,01-Nov-2009,Field Not In Use,Not Evaluated,Yes
ME0091,"1","534 NORTH ST"," ","CALAIS","WASHINGTON",ME,046191037, ,ACTIVE,BUILDING,1420,2,OWNED,26-Nov-2013,Field Not In Use,Not Evaluated,Will Conform
ME0192,"1","96 CALAIS RD"," ","HODGDON","AROOSTOOK",ME,047304212, ,ACTIVE,BUILDING,3661,0,OWNED,21-Jun-2022,Field Not In Use,Not Evaluated,No
ME0501,"1","3 CUSTOMS ST"," ","CALAIS","WASHINGTON",ME,046199998, ,ACTIVE,BUILDING,7684,16,OWNED,01-Jan-1936,Field Not In Use,National Register Listed,Will Conform
ME0503,"1","3 CUSTOMS ST"," ","CALAIS","WASHINGTON",ME,046199998, ,ACTIVE,BUILDING,978,0,OWNED,01-Jan-1936,Field Not In Use,National Register Listed,Will Conform
ME0551,"1","6092 ARNOLD TRAIL - RT 27"," ","COBURN GORE","FRANKLIN",ME,049369998, ,ACTIVE,BUILDING,3857,0,OWNED,01-Jan-1932,Field Not In Use,National Register Listed,Will Conform
ME0552,"1","6091 ARNOLD TRAIL - RT 27"," ","COBURN GORE","FRANKLIN",ME,049369998, ,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1932,Field Not In Use,National Register Listed,Will Conform
ME0553,"1","6095 ARNOLD TRAIL - RT 27"," ","COBURN GORE","FRANKLIN",ME,049369998, ,ACTIVE,BUILDING,1221,0,OWNED,01-Jan-1932,Field Not In Use,National Register Listed,Will Conform
ME0554,"1","6099 ARNOLD TRAIL - RT 27"," ","COBURN GORE","FRANKLIN",ME,049369998, ,ACTIVE,BUILDING,1094,0,OWNED,01-Jan-1967,Field Not In Use,National Register Eligible,Will Conform
ME0555,"1","6101 ARNOLD TRAIL - RT 27"," ","COBURN GORE","FRANKLIN",ME,049369998, ,ACTIVE,BUILDING,1094,0,OWNED,01-Jan-1967,Field Not In Use,National Register Eligible,Will Conform
ME0601,"1","1 BOUNDRY LINE RD"," ","FORT FAIRFIELD","AROOSTOOK",ME,047423628, ,ACTIVE,BUILDING,3804,12,OWNED,01-Jan-1934,Field Not In Use,National Register Listed,Will Conform
ME0661,"1","27 CUSTOMS LOOP"," ","HOULTON","AROOSTOOK",ME,047309998, ,ACTIVE,BUILDING,23964,36,OWNED,01-Jan-1985,Field Not In Use,Not Evaluated,Will Conform
ME0662,"1","27 CUSTOMS LOOP"," ","HOULTON","AROOSTOOK",ME,047309998, ,ACTIVE,BUILDING,4060,8,OWNED,01-Jan-1985,Field Not In Use,Not Evaluated,Will Conform
ME0663,"1","27 CUSTOMS LOOP"," ","HOULTON","AROOSTOOK",ME,047309998, ,ACTIVE,BUILDING,3022,12,OWNED,01-Jan-1985,Field Not In Use,Not Evaluated,Will Conform
ME0664,"1","27 CUSTOMS LOOP"," ","HOULTON","AROOSTOOK",ME,047303307, ,ACTIVE,BUILDING,0,0,OWNED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
ME0701,"1","410 GRAND FALLS RD"," ","LIMESTONE","AROOSTOOK",ME,047506412, ,ACTIVE,BUILDING,1614,5,OWNED,01-Jan-1934,Field Not In Use,National Register Listed,Will Conform
ME0751,"1","US ROUTE 1"," ","ORIENT","AROOSTOOK",ME,044719998, ,ACTIVE,BUILDING,1904,0,OWNED,01-Jan-1937,Field Not In Use,National Register Listed,Will Conform
ME0752,"1","US ROUTE 1"," ","ORIENT","AROOSTOOK",ME,044719998, ,ACTIVE,BUILDING,389,2,OWNED,01-Jan-1937,Field Not In Use,National Register Listed,Will Conform
ME0823,"1","2614 MAIN ST - RT 201"," ","JACKMAN","SOMERSET",ME,04945, ,ACTIVE,BUILDING,28190,0,OWNED,06-May-2009,Field Not In Use,Not Evaluated,Yes
ME0824,"1","2614 MAIN ST - RT 201"," ","JACKMAN","SOMERSET",ME,04945, ,ACTIVE,BUILDING,15357,0,OWNED,12-Jul-2010,Field Not In Use,Not Evaluated,Yes
ME0825,"1","2614 MAIN ST - RT 201"," ","JACKMAN","SOMERSET",ME,04945, ,ACTIVE,BUILDING,0,0,OWNED,01-Aug-2009,Field Not In Use,Not Evaluated,Yes
ME0831,"1","133 WATER ST"," ","VANCEBORO","WASHINGTON",ME,04491, ,ACTIVE,BUILDING,5537,4,OWNED,01-Jan-1964,Field Not In Use,Evaluated - Not Historic,Will Conform
ME0832,"1","133 WATER ST"," ","VANCEBORO","WASHINGTON",ME,04491, ,ACTIVE,BUILDING,512,2,OWNED,01-Jan-1964,Field Not In Use,Evaluated - Not Historic,Will Conform
ME0843,"1","173 ACADIAN WAY","BLDG A","VAN BUREN","AROOSTOOK",ME,047851102, ,ACTIVE,BUILDING,19168,28,OWNED,30-Apr-2013,Field Not In Use,Not Evaluated,Yes
ME0844,"1","165 ACADIAN WAY","BLDG B","VAN BUREN","AROOSTOOK",ME,047851102, ,ACTIVE,BUILDING,9472,3,OWNED,30-Apr-2013,Field Not In Use,Not Evaluated,Yes
ME0845,"1","206 ACADIAN WAY","BLDG C","VAN BUREN","AROOSTOOK",ME,047851102, ,ACTIVE,BUILDING,8495,0,OWNED,30-Apr-2013,Field Not In Use,Not Evaluated,Yes
ME0851,"1","180 INTERNATIONAL AVE"," ","CALAIS","WASHINGTON",ME,04619, ,ACTIVE,BUILDING,64705,90,OWNED,01-Aug-2009,Field Not In Use,Not Evaluated,Will Conform
ME0852,"1","180 INTERNATIONAL AVE"," ","CALAIS","WASHINGTON",ME,04619, ,ACTIVE,BUILDING,6452,0,OWNED,01-Aug-2009,Field Not In Use,Not Evaluated,Yes
ME3377,"1","2 MONUMENT ST"," ","PORTLAND","CUMBERLAND",ME,041014093, ,ACTIVE,BUILDING,6093,8,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
ME4129,"1","BAKER LAKE RD"," ","JACKMAN","SOMERSET",ME,049459998, ,ACTIVE,BUILDING,1500,4,LEASED,01-Dec-2000,Field Not In Use,Not Evaluated,No
ME4130,"1","68 MARGINAL WAY"," ","PORTLAND","CUMBERLAND",ME,041012444, ,ACTIVE,BUILDING,3807,12,LEASED,31-Jul-2002,Field Not In Use,Not Evaluated,Yes
ME4132,"1","196 WHITTEN RD"," ","AUGUSTA","KENNEBEC",ME,043306021, ,ACTIVE,BUILDING,9819,36,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
ME4134,"1","330 CIVIC CENTER DR"," ","AUGUSTA","KENNEBEC",ME,043308035, ,ACTIVE,BUILDING,6270,100,LEASED,01-Aug-1999,Field Not In Use,Not Evaluated,Yes
ME4164,"1","CLEMENT HUFF ROAD"," ","KENNEBUNKPORT","YORK",ME,040466711, ,ACTIVE,BUILDING,5000,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
ME4166,"1","510 CONGRESS ST"," ","PORTLAND","CUMBERLAND",ME,041013410, ,ACTIVE,BUILDING,19816,43,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
ME4167,"1","100 MIDDLE STREET PLAZA"," ","PORTLAND","CUMBERLAND",ME,041014100, ,ACTIVE,BUILDING,27835,15,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
ME4191,"1","1 PORTLAND SQ"," ","PORTLAND","CUMBERLAND",ME,041014057, ,ACTIVE,BUILDING,12559,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
ME4195,"1","4 FUNDY RD"," ","FALMOUTH","CUMBERLAND",ME,041051755, ,ACTIVE,BUILDING,2608,16,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
ME4197,"1","539 CONGRESS ST"," ","PORTLAND","CUMBERLAND",ME,041013306, ,ACTIVE,BUILDING,19889,3,LEASED,01-Jan-2000,Field Not In Use,National Register Listed,Will Conform
ME4199,"1","110 MAIN ST"," ","SACO","YORK",ME,040723509, ,ACTIVE,BUILDING,6311,31,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
ME4202,"1","79 LEIGHTON RD"," ","AUGUSTA","KENNEBEC",ME,043307705, ,ACTIVE,BUILDING,6329,8,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
ME4211,"1","188 NEWBURY ST"," ","PORTLAND","CUMBERLAND",ME,041014187, ,ACTIVE,STRUCTURE,0,30,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
ME4212,"1","100 MIDDLE ST"," ","PORTLAND","CUMBERLAND",ME,041014100, ,ACTIVE,BUILDING,6389,32,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
ME4225,"1","2 FRANKLIN ST"," ","BELFAST","WALDO",ME,049156518, ,ACTIVE,BUILDING,2758,15,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
ME4227,"1","11 HIGH ST"," ","HOULTON","AROOSTOOK",ME,047302012, ,ACTIVE,BUILDING,4017,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
ME4229,"1","1 ADMIRAL HAMLET PL"," ","EASTPORT","WASHINGTON",ME,046310278, ,ACTIVE,BUILDING,9011,26,LEASED,01-Jan-2000,Field Not In Use,Evaluated - Not Historic,Will Conform
ME4231,"1","12 VICTORIA LN"," ","FALMOUTH","CUMBERLAND",ME,041052541, ,ACTIVE,BUILDING,20,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
ME4232,"1","BOISE CASCADE ROAD,TS10/R17"," ","JACKMAN","SOMERSET",ME,049459998, ,ACTIVE,BUILDING,989,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,No
ME4233,"1","96 MILE GOLDEN ROAD,TS5/R20 WELS"," ","JACKMAN","SOMERSET",ME,049455305, ,ACTIVE,BUILDING,989,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,No
ME4235,"1","1001 WESTBROOK ST"," ","PORTLAND","CUMBERLAND",ME,041021938, ,ACTIVE,BUILDING,8215,15,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
ME4236,"1","1 CITY CTR","SECOND FLOOR SUITE 203","PORTLAND","CUMBERLAND",ME,041014000, ,ACTIVE,BUILDING,8811,15,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
ME4238,"1","23 WATER ST"," ","BANGOR","PENOBSCOT",ME,044016394, ,ACTIVE,BUILDING,1736,1,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
ME4245,"1","513 BAR HARBOR RD"," ","BAR HARBOR","HANCOCK",ME,04605, ,ACTIVE,BUILDING,870,8,LEASED,01-Jan-1985,Field Not In Use,Not Evaluated,Yes
ME4246,"1","600 TURNER ST"," ","AUBURN","ANDROSCOGGIN",ME,042105233, ,ACTIVE,BUILDING,9128,1,LEASED,04-Feb-2009,Field Not In Use,Not Evaluated,Yes
ME4249,"1","224 STRATTON RD"," ","RANGELEY","FRANKLIN",ME,049705026, ,ACTIVE,BUILDING,23047,50,LEASED,22-Oct-2008,Field Not In Use,Not Evaluated,Yes
ME4250,"1","14 COLBY CIR"," ","WATERVILLE","KENNEBEC",ME,04901, ,ACTIVE,BUILDING,6214,35,LEASED,01-Mar-2009,Field Not In Use,Not Evaluated,Yes
ME4251,"1","400 CONGRESS ST"," ","PORTLAND","CUMBERLAND",ME,041013565, ,ACTIVE,BUILDING,18775,4,LEASED,01-May-2009,Field Not In Use,Not Evaluated,Yes
ME4252,"1","69 GROVE ST","YORK VILLAGE BUILDING 6 SUITE C","ORONO","PENOBSCOT",ME,04473, ,ACTIVE,BUILDING,0,0,LEASED,01-Jan-2009,Field Not In Use,Not Evaluated,Yes
ME4253,"1","200 LIMESTONE RD"," ","FORT FAIRFIELD","AROOSTOOK",ME,047423201, ,ACTIVE,BUILDING,23042,95,LEASED,16-Dec-2008,Field Not In Use,Not Evaluated,Yes
ME4254,"1","169 ASH POINT DR"," ","OWLS HEAD","KNOX",ME,048543511, ,ACTIVE,BUILDING,1000,5,LEASED,16-Dec-2008,Field Not In Use,Not Evaluated,Will Conform
ME4258,"1","967 ILLINOIS AVE"," ","BANGOR","PENOBSCOT",ME,044012766, ,ACTIVE,BUILDING,19861,140,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
ME4260,"1","155 GANNETT DR"," ","SOUTH PORTLAND","CUMBERLAND",ME,041066942, ,ACTIVE,BUILDING,21375,76,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
ME4262,"1","68 BANGOR ST"," ","HOULTON","AROOSTOOK",ME,047301641, ,ACTIVE,BUILDING,13214,29,LEASED,01-Jan-1980,Field Not In Use,Not Evaluated,Yes
ME4267,"1","615 ODLIN RD","615 ODLIN ROAD","BANGOR","PENOBSCOT",ME,044016709, ,ACTIVE,BUILDING,4781,40,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
ME4269,"1","17 GODFREY DR"," ","ORONO","PENOBSCOT",ME,044733702, ,ACTIVE,BUILDING,3356,6,LEASED,01-Jan-2000,Field Not In Use,Evaluated - Not Historic,No
ME4270,"1","324 HARLOW ST"," ","BANGOR","PENOBSCOT",ME,044014908, ,ACTIVE,BUILDING,3600,11,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
ME4272,"1","458 YORK ST"," ","CARIBOU","AROOSTOOK",ME,047364140, ,ACTIVE,BUILDING,3770,23,LEASED,01-Jan-2000,Field Not In Use,Evaluated - Not Historic,Yes
ME4273,"1","141 WATER ST"," ","EASTPORT","WASHINGTON",ME,046311129, ,ACTIVE,BUILDING,600,2,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
ME4274,"1","169 CAMDEN ST"," ","ROCKLAND","KNOX",ME,048412531, ,ACTIVE,BUILDING,4027,32,LEASED,01-Jan-2000,Field Not In Use,Evaluated - Not Historic,Yes
ME4275,"1","75 JOHN ROBERTS RD","BUILDING C SUITE C 75","SOUTH PORTLAND","CUMBERLAND",ME,041066929, ,ACTIVE,BUILDING,7531,19,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
ME4276,"1","440 WESTERN AVE"," ","SOUTH PORTLAND","CUMBERLAND",ME,041061724, ,ACTIVE,BUILDING,7041,5,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
ME4278,"1","207 GANNETT DR"," ","SOUTH PORTLAND","CUMBERLAND",ME,041066984, ,ACTIVE,BUILDING,13933,63,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
ME4279,"1","40 MANSON LIBBY RD"," ","SCARBOROUGH","CUMBERLAND",ME,040748985, ,ACTIVE,BUILDING,9899,29,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
ME4284,"1","707 SABLE OAKS DR"," ","SOUTH PORTLAND","CUMBERLAND",ME,041066953, ,ACTIVE,BUILDING,1628,20,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
ME8020,"1","2 PORTLAND SQ"," ","PORTLAND","CUMBERLAND",ME,041014088, ,ACTIVE,BUILDING,3508,7,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NH0012,"1","OAK AVE"," ","PORTSMOUTH","ROCKINGHAM",NH,03801, ,ACTIVE,BUILDING,0,0,OWNED,23-Mar-2023,Field Not In Use,Not Evaluated,Yes
NH0030,"1","53 PLEASANT ST"," ","CONCORD","MERRIMACK",NH,033013954, ,ACTIVE,BUILDING,71228,44,OWNED,01-Jan-1966,Field Not In Use,Evaluated - Not Historic,Will Conform
NH0033,"1","MAIN STREET"," ","LITTLETON","GRAFTON",NH,035619998, ,ACTIVE,BUILDING,4201,15,OWNED,01-Jan-1969,Field Not In Use,Evaluated - Not Historic,Will Conform
NH0036,"1","80 DANIEL ST"," ","PORTSMOUTH","ROCKINGHAM",NH,038013850, ,EXCESS,BUILDING,61279,136,OWNED,01-Jan-1966,Field Not In Use,National Register Listed,Will Conform
NH0037,"1","275 CHESTNUT ST"," ","MANCHESTER","HILLSBOROUGH",NH,031012411, ,ACTIVE,BUILDING,74838,116,OWNED,01-Jan-1976,Field Not In Use,Not Evaluated,Will Conform
NH0038,"1","55 PLEASANT ST"," ","CONCORD","MERRIMACK",NH,033013954, ,ACTIVE,BUILDING,111929,74,OWNED,01-Jan-1996,Field Not In Use,Not Evaluated,Will Conform
NH6085,"1","20 W PARK ST"," ","LEBANON","GRAFTON",NH,037661378, ,ACTIVE,BUILDING,833,0,LEASED,01-Jan-2000,Field Not In Use,National Register Listed,Will Conform
NH6096,"1","22 BRIDGE ST"," ","CONCORD","MERRIMACK",NH,033014922, ,ACTIVE,BUILDING,3338,20,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
NH6116,"1","1604 HOOKSETT RD"," ","HOOKSETT","MERRIMACK",NH,031061666, ,ACTIVE,BUILDING,2300,100,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
NH6118,"1","2 WALL ST"," ","MANCHESTER","HILLSBOROUGH",NH,031011502, ,ACTIVE,BUILDING,2657,4,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
NH6119,"1","331 COMMERCE WAY"," ","SUNCOOK,PEMBROKE","MERRIMACK",NH,032753718, ,ACTIVE,BUILDING,11447,17,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
NH6121,"1","15 CONSTITUTION DR"," ","BEDFORD","HILLSBOROUGH",NH,031106042, ,ACTIVE,BUILDING,5871,25,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
NH6126,"1","20 INTERNATIONAL DR"," ","PORTSMOUTH","ROCKINGHAM",NH,038016812, ,ACTIVE,BUILDING,3424,8,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NH6131,"1","59 CHENELL DR"," ","CONCORD","MERRIMACK",NH,033018548, ,ACTIVE,BUILDING,11588,42,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NH6132,"1","1750 ELM ST"," ","MANCHESTER","HILLSBOROUGH",NH,031042907, ,ACTIVE,BUILDING,42462,215,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NH6135,"1","175 AMHERST ST"," ","NASHUA","HILLSBOROUGH",NH,030641366, ,ACTIVE,BUILDING,6300,1,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NH6136,"1","410 AMHERST ST"," ","NASHUA","HILLSBOROUGH",NH,030631222, ,ACTIVE,BUILDING,7839,29,LEASED,01-Jun-1983,Field Not In Use,Not Evaluated,Yes
NH6139,"1","70 COMMERCIAL ST"," ","CONCORD","MERRIMACK",NH,033015094, ,ACTIVE,BUILDING,14656,42,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NH6143,"1","5 AIRPORT RD"," ","LEBANON","GRAFTON",NH,037841658, ,ACTIVE,BUILDING,625,10,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NH6145,"1","4 TECHNOLOGY DR"," ","LONDONDERRY","ROCKINGHAM",NH,030532019, ,ACTIVE,BUILDING,7500,10,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
