Location Code,Region Code,Bldg Address1,Bldg Address2,Bldg City,Bldg County,Bldg State,Bldg Zip,Congressional District,Bldg Status,Property Type,Bldg ANSI Usable,Total Parking Spaces,Owned/Leased,Construction Date,Historical Type,Historical Status,ABA Accessibility Flag 
NM0578,"7","170 PETE V DOMENICI HWY"," ","PLACITAS","DONA ANA",NM,880089739, ,ACTIVE,STRUCTURE,3200,0,OWNED,18-Sep-2013,Field Not In Use,Not Evaluated,Will Conform
NM1254,"7","505 MARQUETTE AVE NW"," ","ALBUQUERQUE","BERNALILLO",NM,871023157, ,ACTIVE,BUILDING,6229,18,LEASED,01-Jan-2000,Field Not In Use,National Register Eligible,Will Conform
NM1299,"7","1203B STATE HIGHWAY 53"," ","ZUNI","MCKINLEY",NM,873270339, ,ACTIVE,BUILDING,1841,6,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
NM1322,"7","3225 NATIONAL PARKS HWY"," ","CARLSBAD","EDDY",NM,882205354, ,ACTIVE,BUILDING,6927,12,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
NM1356,"7","2400 FUHS AVE"," ","GALLUP","MCKINLEY",NM,873014401, ,ACTIVE,BUILDING,38126,27,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
NM1431,"7","505 S MAIN ST"," ","LAS CRUCES","DONA ANA",NM,880011206, ,ACTIVE,BUILDING,1470,4,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
NM1432,"7","2113 OSUNA RD NE"," ","ALBUQUERQUE","BERNALILLO",NM,871131001, ,ACTIVE,BUILDING,18545,118,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
NM1437,"7","102 RIPLEY AVE S"," ","MOUNTAINAIR","TORRANCE",NM,87036, ,ACTIVE,BUILDING,6926,31,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
NM1438,"7","123 E ROOSEVELT AVE"," ","GRANTS","CIBOLA",NM,870202017, ,ACTIVE,BUILDING,18000,28,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
NM1448,"7","304 N AUBURN AVE"," ","FARMINGTON","SAN JUAN",NM,87401, ,ACTIVE,BUILDING,7401,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
NM1452,"7","1997 HIGHWAY 54 S"," ","ALAMOGORDO","OTERO",NM,883107377, ,ACTIVE,BUILDING,8103,302,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
NM1453,"7","13 RODEO DR."," ","LAGUNA","CIBOLA",NM,87026, ,ACTIVE,BUILDING,1953,4,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
NM1455,"7","1701 COLUMBUS RD"," ","DEMING","LUNA",NM,880306724, ,ACTIVE,BUILDING,7402,67,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
NM1464,"7","6200 JEFFERSON ST NE"," ","ALBUQUERQUE","BERNALILLO",NM,871093410, ,ACTIVE,BUILDING,17767,10,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
NM1465,"7","201 3RD ST NW"," ","ALBUQUERQUE","BERNALILLO",NM,871023370, ,ACTIVE,BUILDING,68390,89,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
NM1467,"7","3005 CAMINO DEL BOSQUE"," ","SILVER CITY","GRANT",NM,880617863, ,ACTIVE,BUILDING,26592,60,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
NM1471,"7","2105 OSUNA RD NE"," ","ALBUQUERQUE","BERNALILLO",NM,871131001, ,ACTIVE,BUILDING,12904,81,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
NM1472,"7","4101 JEFFERSON PLZ NE"," ","ALBUQUERQUE","BERNALILLO",NM,871093435, ,ACTIVE,BUILDING,56396,290,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
NM1473,"7","2301 YALE BLVD SE"," ","ALBUQUERQUE","BERNALILLO",NM,871064228, ,ACTIVE,BUILDING,3741,15,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
NM1475,"7","400 N PENNSYLVANIA AVE"," ","ROSWELL","CHAVES",NM,882014754, ,ACTIVE,BUILDING,2700,5,LEASED,02-Jun-1982,Field Not In Use,Not Evaluated,Will Conform
NM1478,"7","4021 NATIONAL PARKS HWY"," ","CARLSBAD","EDDY",NM,882209082, ,ACTIVE,BUILDING,79000,375,LEASED,01-Nov-1997,Field Not In Use,Not Evaluated,Yes
NM1479,"7","2440 LOUISIANA BLVD NE"," ","ALBUQUERQUE","BERNALILLO",NM,871104385, ,ACTIVE,BUILDING,1408,5,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
NM1481,"7","3412 E HIGHWAY 66"," ","GALLUP","MCKINLEY",NM,87301, ,ACTIVE,BUILDING,5400,46,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NM1483,"7","33B ARROYO CUYAMUNGUE RD"," ","SANTA FE","SANTA FE",NM,87506, ,ACTIVE,BUILDING,8710,15,LEASED,01-Jan-2000,Field Not In Use,National Register Listed,Yes
NM1484,"7","111 LOMAS BLVD NW"," ","ALBUQUERQUE","BERNALILLO",NM,871022313, ,ACTIVE,BUILDING,21450,76,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NM1494,"7","3300 J ST SE"," ","DEMING","LUNA",NM,880307146, ,ACTIVE,BUILDING,53058,199,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NM1495,"7","500 LEAD AVE SW"," ","ALBUQUERQUE","BERNALILLO",NM,871023314, ,ACTIVE,BUILDING,145692,689,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NM1497,"7","4200 LUECKING PARK AVE NE"," ","ALBUQUERQUE","BERNALILLO",NM,871074743, ,ACTIVE,BUILDING,0,120,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NM1502,"7","5338 MONTGOMERY BLVD NE"," ","ALBUQUERQUE","BERNALILLO",NM,871091338, ,ACTIVE,BUILDING,5542,8,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
NM1506,"7","68 NORTH 301"," ","ZUNI","MCKINLEY",NM,873279998, ,ACTIVE,BUILDING,0,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NM1511,"7","506 S MAIN ST"," ","LAS CRUCES","DONA ANA",NM,880011207, ,ACTIVE,BUILDING,18372,65,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NM1514,"7","918 PARKLAND DR"," ","CLOVIS","CURRY",NM,881014432, ,ACTIVE,BUILDING,5469,35,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NM1518,"7","4505 COLUMBINE NE"," ","ALBUQUERQUE","BERNALILLO",NM,871132238, ,ACTIVE,BUILDING,7580,19,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NM1519,"7","2141 SUMMIT CT"," ","LAS CRUCES","DONA ANA",NM,880118238, ,ACTIVE,BUILDING,9787,87,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NM1520,"7","4901 PASEO DEL NORTE NE"," ","ALBUQUERQUE","BERNALILLO",NM,871131529, ,ACTIVE,BUILDING,5000,4,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NM1521,"7","2520 RIDGE RUNNER RD"," ","LAS VEGAS","SAN MIGUEL",NM,877014971, ,ACTIVE,BUILDING,5236,16,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NM1522,"7","4650 NORTH BUTLER"," ","FARMINGTON","SAN JUAN",NM,874012372, ,ACTIVE,BUILDING,8359,46,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NM1523,"7","2070 E AZTEC AVE"," ","GALLUP","MCKINLEY",NM,873014804, ,ACTIVE,BUILDING,6585,46,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NM1524,"7","2945 RODEO PARK DR E"," ","SANTA FE","SANTA FE",NM,875056312, ,ACTIVE,BUILDING,4913,2,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NM1525,"7","2920 YALE BLVD SE"," ","ALBUQUERQUE","BERNALILLO",NM,871064231, ,ACTIVE,BUILDING,10505,92,LEASED,01-Jan-2000,Field Not In Use,National Register Listed,Yes
NM1532,"7","1208 ARCINEIGA DR"," ","CLOVIS","CURRY",NM,881013801, ,ACTIVE,BUILDING,4939,30,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NM1533,"7","1922 5TH STREET"," ","SANTA FE","SANTA FE",NM,875053467, ,ACTIVE,BUILDING,9334,65,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NM1534,"7","8441 WASHINGTON PL NE"," ","ALBUQUERQUE","BERNALILLO",NM,871131671, ,ACTIVE,BUILDING,7000,5,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NM1535,"7","3800 COMMONS AVE NE"," ","ALBUQUERQUE","BERNALILLO",NM,871095835, ,ACTIVE,BUILDING,9100,40,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NM1536,"7","555 BROADWAY BLVD NE"," ","ALBUQUERQUE","BERNALILLO",NM,871022351, ,ACTIVE,BUILDING,25000,125,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NM1538,"7","909 METRO AVE"," ","GALLUP","MCKINLEY",NM,873015384, ,ACTIVE,BUILDING,2516,11,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NM1539,"7","5203 BUENA VISTA DR"," ","CARLSBAD","EDDY",NM,882209413, ,ACTIVE,BUILDING,0,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NM1542,"7","501 E BENDER BLVD"," ","HOBBS","LEA",NM,882402318, ,ACTIVE,BUILDING,5380,28,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NM1544,"7","1140 COMMERCE DR"," ","LAS CRUCES","DONA ANA",NM,880118209, ,ACTIVE,BUILDING,4697,85,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NM1546,"7","412 PASEO DE ONATE"," ","ESPANOLA","RIO ARRIBA",NM,87532, ,ACTIVE,BUILDING,1469,9,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NM1551,"7","4001 OFFICE CT"," ","SANTA FE","SANTA FE",NM,875074929, ,ACTIVE,BUILDING,4642,14,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NM1556,"7","2290 E GRIGGS AVE"," ","LAS CRUCES","DONA ANA",NM,880012641, ,ACTIVE,BUILDING,0,0,LEASED,19-Jun-2009,Field Not In Use,Not Evaluated,Yes
NM1562,"7","2460 S. LOCUST,SUITE G"," ","LAS CRUCES","DONA ANA",NM,880015797, ,ACTIVE,BUILDING,1120,2,LEASED,01-Aug-1996,Field Not In Use,Not Evaluated,Yes
NM1563,"7","2302 W PIERCE ST"," ","CARLSBAD","EDDY",NM,882203557, ,ACTIVE,BUILDING,2806,0,LEASED,01-Jun-2008,Field Not In Use,Not Evaluated,Yes
NM1569,"7","2660 FRITTS XING SE"," ","ALBUQUERQUE","BERNALILLO",NM,871065615, ,ACTIVE,BUILDING,38952,118,LEASED,02-May-2011,Field Not In Use,Not Evaluated,Yes
NM1572,"7","7400 MERIDIAN PL NW"," ","ALBUQUERQUE","BERNALILLO",NM,871212060, ,ACTIVE,BUILDING,24340,25,LEASED,20-Mar-2000,Field Not In Use,Not Evaluated,Yes
NM1573,"7","1601 RANDOLPH CT SE"," ","ALBUQUERQUE","BERNALILLO",NM,87106, ,ACTIVE,BUILDING,12156,20,LEASED,20-Jul-2009,Field Not In Use,Not Evaluated,Yes
NM1574,"7","800 E 30TH ST"," ","FARMINGTON","SAN JUAN",NM,874019407, ,ACTIVE,BUILDING,5652,0,LEASED,01-Jun-2009,Field Not In Use,Not Evaluated,Yes
NM1575,"7","901 UNIVERSITY BLVD SE"," ","ALBUQUERQUE","BERNALILLO",NM,871064328, ,ACTIVE,BUILDING,17894,27,LEASED,01-Sep-2009,Field Not In Use,Not Evaluated,Yes
NM1577,"7","5441 WATSON DR SE"," ","ALBUQUERQUE","BERNALILLO",NM,871069704, ,ACTIVE,BUILDING,63000,298,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NM1578,"7","1941 COPPER LOOP"," ","LAS CRUCES","DONA ANA",NM,880058118, ,ACTIVE,BUILDING,3898,9,LEASED,17-Jul-2007,Field Not In Use,Not Evaluated,Yes
NM1579,"7","4433 JAGER DR NE"," ","RIO RANCHO","SANDOVAL",NM,871447601, ,ACTIVE,BUILDING,8728,60,LEASED,23-Apr-2009,Field Not In Use,Not Evaluated,No
NM1581,"7","166 N ROADRUNNER PKY"," ","LAS CRUCES","DONA ANA",NM,88011, ,ACTIVE,BUILDING,6065,13,LEASED,20-Sep-2010,Field Not In Use,Not Evaluated,Will Conform
NM1583,"7","801 UNIVERSITY BLVD SE"," ","ALBUQUERQUE","BERNALILLO",NM,871062702, ,ACTIVE,BUILDING,4687,20,LEASED,02-Aug-1994,Field Not In Use,Not Evaluated,Will Conform
NM1585,"7","10500 COPPER AVE NE"," ","ALBUQUERQUE","BERNALILLO",NM,87123, ,ACTIVE,BUILDING,18984,77,LEASED,15-Sep-1990,Field Not In Use,Not Evaluated,Yes
NM1589,"7","2020 E AZTEC AVE"," ","GALLUP","MCKINLEY",NM,873014804, ,ACTIVE,BUILDING,2892,5,LEASED,01-Mar-2010,Field Not In Use,Not Evaluated,Yes
NM1590,"7","315 N CANAL ST"," ","CARLSBAD","EDDY",NM,882205831, ,ACTIVE,BUILDING,2284,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NM1591,"7","270 S 17TH ST"," ","LAS CRUCES","DONA ANA",NM,880054146, ,ACTIVE,BUILDING,4128,3,LEASED,01-Jun-1996,Field Not In Use,Not Evaluated,Yes
NM1592,"7","2330 W HIGHWAY 66"," ","GALLUP","MCKINLEY",NM,87301, ,ACTIVE,BUILDING,2250,24,LEASED,01-Jun-2000,Field Not In Use,Not Evaluated,Yes
NM1595,"7","4400 MASTHEAD ST NE"," ","ALBUQUERQUE","BERNALILLO",NM,871094399, ,ACTIVE,BUILDING,27632,303,LEASED,01-Jul-2013,Field Not In Use,Not Evaluated,Yes
NM1596,"7","300 N PENNSYLVANIA AVE"," ","ROSWELL","CHAVES",NM,882014664, ,ACTIVE,BUILDING,4900,34,LEASED,18-Oct-2013,Field Not In Use,Not Evaluated,Will Conform
NM1597,"7","3200 W HIGHWAY 66"," ","GALLUP","MCKINLEY",NM,873016839, ,ACTIVE,BUILDING,6415,19,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NM1598,"7","1551 MERCANTILE AVE NE"," ","ALBUQUERQUE","BERNALILLO",NM,871077001, ,ACTIVE,BUILDING,13353,3,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,No
NM1599,"7","620 E GREENE ST"," ","CARLSBAD","EDDY",NM,882206292, ,ACTIVE,BUILDING,26257,55,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NM1600,"7","2509 N TELSHOR BLVD"," ","LAS CRUCES","DONA ANA",NM,880118222, ,ACTIVE,BUILDING,15484,43,LEASED,19-Jun-2015,Field Not In Use,Not Evaluated,Will Conform
NM1601,"7","6700 EDITH BLVD NE"," ","ALBUQUERQUE","BERNALILLO",NM,871131398, ,ACTIVE,BUILDING,20622,90,LEASED,01-Jan-2000,Field Not In Use,Evaluated - Not Historic,Will Conform
NM1604,"7","215 W ELM ST"," ","FARMINGTON","SAN JUAN",NM,874016521, ,ACTIVE,BUILDING,6015,11,LEASED,03-Jan-2016,Field Not In Use,Not Evaluated,Will Conform
NM1605,"7","4101 INDIAN SCHOOL RD NE"," ","ALBUQUERQUE","BERNALILLO",NM,871103957, ,ACTIVE,BUILDING,22050,16,LEASED,31-May-2015,Field Not In Use,Evaluated - Not Historic,Will Conform
NM1606,"7","1800 MARQUESS ST"," ","LAS CRUCES","DONA ANA",NM,880053371, ,ACTIVE,BUILDING,30381,190,LEASED,01-Mar-2016,Field Not In Use,Not Evaluated,Will Conform
NM1607,"7","200 N CHURCH ST"," ","LAS CRUCES","DONA ANA",NM,880013512, ,ACTIVE,BUILDING,18628,45,LEASED,08-Jun-2016,Field Not In Use,Evaluated - Not Historic,Will Conform
NM1608,"7","1808 E AZTEC AVE"," ","GALLUP","MCKINLEY",NM,873014915, ,ACTIVE,BUILDING,20287,12,LEASED,01-Jan-2000,Field Not In Use,Evaluated - Not Historic,Yes
NM1609,"7","110 S FAIRVIEW AVE"," ","FARMINGTON","SAN JUAN",NM,874012241, ,ACTIVE,BUILDING,2200,4,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NM1611,"7","6601 W CARLSBAD HWY"," ","HOBBS","LEA",NM,88240, ,ACTIVE,BUILDING,684,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,No
NM1612,"7","1245 W APACHE ST"," ","FARMINGTON","SAN JUAN",NM,87401, ,ACTIVE,BUILDING,2000,6,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
NM1613,"7","6000 UPTOWN BLVD NE"," ","ALBUQUERQUE","BERNALILLO",NM,871104162, ,ACTIVE,BUILDING,5569,15,LEASED,17-Feb-2018,Field Not In Use,Evaluated - Not Historic,Yes
NM1617,"7","2341 CLARK CARR RD SE"," ","ALBUQUERQUE","BERNALILLO",NM,871065633, ,ACTIVE,BUILDING,5665,4,LEASED,01-Jan-2000,Field Not In Use,Evaluated - Not Historic,Will Conform
NM1618,"7","125 VALENCIA DR NE"," ","ALBUQUERQUE","BERNALILLO",NM,871081738, ,ACTIVE,BUILDING,1453,4,LEASED,01-Jan-2000,Field Not In Use,Evaluated - Not Historic,Will Conform
NM1620,"7","2909 W 2ND ST"," ","ROSWELL","CHAVES",NM,882011287, ,ACTIVE,BUILDING,26281,56,LEASED,02-Mar-2020,Field Not In Use,Evaluated - Not Historic,Yes
NM1621,"7","1024 PASEO DEL PUEBLO SUR"," ","TAOS","TAOS",NM,875716199, ,ACTIVE,BUILDING,16917,151,LEASED,01-Jan-1979,Field Not In Use,Evaluated - Not Historic,Yes
NM1623,"7","500 MARQUETTE AVE NW"," ","ALBUQUERQUE","BERNALILLO",NM,871025301, ,ACTIVE,BUILDING,9320,10,LEASED,01-Jan-1987,Field Not In Use,Evaluated - Not Historic,Yes
NM1628,"7","109 AVIATION DR"," ","SANTA FE","SANTA FE",NM,875078495, ,ACTIVE,BUILDING,640,1,LEASED,01-Jan-2000,Field Not In Use,Evaluated - Not Historic,No
NM8015,"7","STATE HIGHWAY 11 MILE MARKER 0"," ","COLUMBUS","LUNA",NM,880299800, ,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1989,Field Not In Use,Not Evaluated,Yes
OK0041,"7","101 N 5TH ST"," ","MUSKOGEE","MUSKOGEE",OK,744016205, ,ACTIVE,BUILDING,77458,46,OWNED,01-Jan-1915,Field Not In Use,National Register Listed,Will Conform
OK0046,"7","215 DEAN A MCGEE AVE"," ","OKLAHOMA CITY","OKLAHOMA",OK,731023440, ,ACTIVE,BUILDING,117795,0,OWNED,01-Jan-1912,Field Not In Use,National Register Listed,Yes
OK0063,"7","224 S BOULDER AVE"," ","TULSA","TULSA",OK,741033006, ,ACTIVE,BUILDING,80077,73,OWNED,01-Jan-1917,Field Not In Use,National Register Listed,No
OK0072,"7","200 NW 4TH ST"," ","OKLAHOMA CITY","OKLAHOMA",OK,731023026, ,ACTIVE,BUILDING,207322,34,OWNED,01-Jan-1961,Field Not In Use,National Register Listed,Yes
OK0074,"7","410 SW 5TH ST"," ","LAWTON","COMANCHE",OK,735014628, ,ACTIVE,BUILDING,15315,41,OWNED,01-Jan-1917,Field Not In Use,National Register Listed,Will Conform
OK0078,"7","333 W 4TH ST"," ","TULSA","TULSA",OK,741033839, ,ACTIVE,BUILDING,134943,132,LEASED,01-Jan-1966,Field Not In Use,National Register Listed,Will Conform
OK0099,"7","200 NW 5TH ST","201 NW 4TH STREET","OKLAHOMA CITY","OKLAHOMA",OK,73102, ,ACTIVE,STRUCTURE,5422,590,OWNED,01-Jan-1977,Field Not In Use,National Register Listed,Will Conform
OK0101,"7","301 NW 6TH ST"," ","OKLAHOMA CITY","OKLAHOMA",OK,731022823, ,ACTIVE,BUILDING,130200,183,OWNED,01-Jan-2003,Field Not In Use,Not Evaluated,Will Conform
OK0503,"7","2800 S EASTERN AVE"," ","OKLAHOMA CITY","OKLAHOMA",OK,731297653, ,ACTIVE,BUILDING,10567,0,OWNED,01-Jan-1942,Field Not In Use,Evaluated - Not Historic,Will Conform
OK0504,"7","2800 S EASTERN AVE"," ","OKLAHOMA CITY","OKLAHOMA",OK,731297653, ,ACTIVE,BUILDING,2234,0,OWNED,01-Jan-1942,Field Not In Use,Evaluated - Not Historic,Will Conform
OK0510,"7","2800 S EASTERN AVE"," ","OKLAHOMA CITY","OKLAHOMA",OK,731297653, ,ACTIVE,BUILDING,6000,0,OWNED,01-Jan-1980,Field Not In Use,Evaluated - Not Historic,Will Conform
OK0511,"7","2800 S EASTERN AVE"," ","OKLAHOMA CITY","OKLAHOMA",OK,731297653, ,ACTIVE,BUILDING,2082,0,OWNED,01-Jan-1998,Field Not In Use,Evaluated - Not Historic,Will Conform
OK1215,"7","125 S MAIN ST"," ","MUSKOGEE","MUSKOGEE",OK,74401, ,ACTIVE,BUILDING,90442,143,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
OK1278,"7","813 GRANDVIEW AVE"," ","PAWHUSKA","OSAGE",OK,740563209, ,ACTIVE,BUILDING,8987,17,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
OK1300,"7","2800 N LINCOLN BLVD"," ","OKLAHOMA CITY","OKLAHOMA",OK,731054224, ,ACTIVE,BUILDING,1240,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
OK1311,"7","125 W 15TH ST"," ","TULSA","TULSA",OK,74119, ,ACTIVE,BUILDING,22332,28,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
OK1323,"7","1 W 3RD ST"," ","TULSA","TULSA",OK,741033532, ,ACTIVE,BUILDING,49999,44,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
OK1336,"7","1617 S ROCK ISLAND AVE"," ","EL RENO","CANADIAN",OK,73036, ,ACTIVE,BUILDING,8873,7,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
OK1342,"7","5110 S YALE AVE"," ","TULSA","TULSA",OK,741357401, ,ACTIVE,BUILDING,7950,18,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
OK1343,"7","624 W INDEPENDENCE"," ","SHAWNEE","POTTAWATOMIE",OK,748044329, ,ACTIVE,BUILDING,3496,2,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
OK1347,"7","202 NW 66TH ST"," ","OKLAHOMA CITY","OKLAHOMA",OK,731168224, ,ACTIVE,BUILDING,16925,42,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
OK1355,"7","3625 NW 56TH ST"," ","OKLAHOMA CITY","OKLAHOMA",OK,731124519, ,ACTIVE,BUILDING,26497,25,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
OK1356,"7","55 N ROBINSON AVE"," ","OKLAHOMA CITY","OKLAHOMA",OK,731029207, ,ACTIVE,BUILDING,60065,16,LEASED,05-Oct-1992,Field Not In Use,Not Evaluated,Yes
OK1359,"7","1500 S MIDWEST BLVD"," ","MIDWEST CITY","OKLAHOMA",OK,731104944, ,ACTIVE,BUILDING,0,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
OK1364,"7","210 PARK AVE"," ","OKLAHOMA CITY","OKLAHOMA",OK,731025636, ,ACTIVE,BUILDING,74046,65,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
OK1375,"7","850 AGENCY ROAD"," ","PAWNEE","PAWNEE",OK,740581500, ,ACTIVE,BUILDING,6867,40,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
OK1389,"7","300 N MERIDIAN"," ","OKLAHOMA CITY","OKLAHOMA",OK,731076560, ,ACTIVE,BUILDING,1330,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
OK1394,"7","7906 E 33RD ST"," ","TULSA","TULSA",OK,741451304, ,ACTIVE,BUILDING,8115,44,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
OK1398,"7","635 S PARK DR"," ","BROKEN BOW","MCCURTAIN",OK,747285331, ,ACTIVE,BUILDING,2325,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
OK1400,"7","7615 E 63RD PL"," ","TULSA","TULSA",OK,741331244, ,ACTIVE,BUILDING,14893,29,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
OK1401,"7","410 OPAL AVE"," ","CLINTON","CUSTER",OK,736014628, ,ACTIVE,BUILDING,4197,39,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
OK1402,"7","301 NW 63RD ST"," ","OKLAHOMA CITY","OKLAHOMA",OK,731167908, ,ACTIVE,BUILDING,1010,4,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
OK1413,"7","300 W EVERGREEN ST"," ","DURANT","BRYAN",OK,747014742, ,ACTIVE,BUILDING,3131,6,LEASED,05-Jan-1928,Field Not In Use,National Register Listed,Will Conform
OK1416,"7","3613 NW 56TH ST","2ND FLOOR,ROOM 220","OKLAHOMA CITY","OKLAHOMA",OK,731124526, ,ACTIVE,BUILDING,2131,5,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1417,"7","900 LEISURE LN"," ","BARTLESVILLE","WASHINGTON",OK,740067986, ,ACTIVE,BUILDING,4989,18,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
OK1418,"7","3301 WEST MEMORIAL DRIVE"," ","OKLAHOMA CITY","OKLAHOMA",OK,731340902, ,ACTIVE,BUILDING,98137,288,LEASED,15-Mar-1999,Field Not In Use,Not Evaluated,Yes
OK1421,"7","524 S 2ND ST"," ","MCALESTER","PITTSBURG",OK,74501, ,ACTIVE,BUILDING,9098,60,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1429,"7","121 S 12TH AVE"," ","DURANT","BRYAN",OK,747014921, ,ACTIVE,BUILDING,4572,20,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1430,"7","1610 SW LEE BLVD"," ","LAWTON","COMANCHE",OK,735015616, ,ACTIVE,BUILDING,8832,49,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1431,"7","8023 E 63RD PL"," ","TULSA","TULSA",OK,741331255, ,ACTIVE,BUILDING,42623,50,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1434,"7","2220 OKLAHOMA AVE"," ","WOODWARD","WOODWARD",OK,738014002, ,ACTIVE,BUILDING,1908,3,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1435,"7","200 NE 27TH ST"," ","MOORE","CLEVELAND",OK,73160, ,ACTIVE,BUILDING,14833,93,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1438,"7","921 LONNIE ABBOTT BLVD"," ","ADA","PONTOTOC",OK,74820, ,ACTIVE,BUILDING,4216,18,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
